session_type,driver_number,transcription,player_ts,duration_ms,inserted_at
race,55,"We are 25.9, last time lap, and now I tell you, 25.6.",2023-09-03 14:14:27,9717,2023-09-03 14:14:36
race,20,"Gasly, last lap 26.9.",2023-09-03 14:14:28,6005,2023-09-03 14:14:33
race,81,I have a pace 0-3.,2023-09-03 14:14:26,5493,2023-09-03 14:14:31
race,55,Second lap time.,2023-09-03 14:14:24,4874,2023-09-03 14:14:30
race,31,"Okay mate, we're happy with tyre management at the moment. Temps and everything all stable, so we're good for now.",2023-09-03 14:14:20,8437,2023-09-03 14:14:30
race,24,"Lost on the head, started with the lid off already.",2023-09-03 14:14:26,6112,2023-09-03 14:14:30
race,4,"Okay, no problem, Lando. Let's keep focusing our race and go to the end and looking after those tyres and keep the pressure on Albon. That will come to us.",2023-09-03 14:14:16,12298,2023-09-03 14:14:29
race,81,"Oscar, how is your pace? How much are you being held up here?",2023-09-03 14:14:20,6069,2023-09-03 14:14:27
race,63,"Oh no, I've gone to my worst on Friday.",2023-09-03 14:14:21,7349,2023-09-03 14:14:26
race,18,"You've got lots of energy available when you get there.",2023-09-03 14:14:16,5749,2023-09-03 14:14:23
race,55,"Checo 2.0 behind, 2.0, starting to pick up the pace.",2023-09-03 14:14:13,7541,2023-09-03 14:14:21
race,18,"He was 7 tenths quicker, so keep doing the lifted coast and you're just going to cruise up to him.",2023-09-03 14:14:09,7648,2023-09-03 14:14:16
race,2,"Okay, we're happy for you if you maintain this pace. Focus on no mistakes. You have the straight line advantage. Just stay ahead.",2023-09-03 14:14:01,9568,2023-09-03 14:14:15
race,40,Liam Alonso is doing 26.7. Alonso doing 26.7 with monitoring.,2023-09-03 14:14:04,8821,2023-09-03 14:14:13
race,1,"Okay, with the onset of the blue flags, Max, you are in the mix of circulation. Lap average wind is trending towards more of a tailwind, so just careful in entries.",2023-09-03 14:14:00,11402,2023-09-03 14:14:12
race,10,Bravo 5-3-0 on.,2023-09-03 14:14:07,6410,2023-09-03 14:14:11
race,31,"OK, we've got 17 laps to go.",2023-09-03 14:14:01,5856,2023-09-03 14:14:09
race,10,5-3.,2023-09-03 14:14:01,5109,2023-09-03 14:14:07
race,18,"OK, Lance, full safety car window is open. It's Hulkenberg 3 in front.",2023-09-03 14:13:55,7498,2023-09-03 14:14:06
race,10,Bravo 5-0.,2023-09-03 14:13:58,5536,2023-09-03 14:14:03
race,27,"Right now, Nico, it's still best to stay out as long as we can, because if we go now, we're at the back. We'll still just hope for some trouble here.",2023-09-03 14:13:50,10314,2023-09-03 14:14:02
race,2,"Okay, we've got 17 to go. 17. We can keep going. I can hold this pace. You can? You can? Is that confirmed? Yes, I can. I can. Copy. Bottas, P1 on petrol and gas. Exhaust coming back.",2023-09-03 14:13:40,18037,2023-09-03 14:13:59
race,77,"Sargeant, 2.5 ahead in 27.2. We need to watch out for rear surface turn 4, turn 5 only.",2023-09-03 14:13:45,12917,2023-09-03 14:13:58
race,4,"Okay, Lando, we think Albon is struggling quite a lot there as you see. Yeah, I see the same as you see. I can't get past him.",2023-09-03 14:13:43,12810,2023-09-03 14:13:57
race,10,And can we get fail P53* on? Bravo 53 on.,2023-09-03 14:13:48,9994,2023-09-03 14:13:57
race,24,Keep stock 5 for now. Keep stock 5.,2023-09-03 14:13:50,6218,2023-09-03 14:13:55
race,31,"Lawson, the first car, five and a half behind. Okay mate, let's stick with it.",2023-09-03 14:13:43,8693,2023-09-03 14:13:52
race,11,"Sainz, last lap 26.1.",2023-09-03 14:13:40,5813,2023-09-03 14:13:47
race,14,"Albon, last lap 26.6.",2023-09-03 14:13:39,5280,2023-09-03 14:13:46
race,20,Hello. Talk to you.,2023-09-03 14:13:40,5109,2023-09-03 14:13:44
race,20,"Reset your balance adjuster and fuck one, please, Kevin.",2023-09-03 14:13:32,7178,2023-09-03 14:13:41
race,31,"Can we go SOC 7, please? SOC 7. Loose recharge. Cars behind are Lawson, then Zhou and then Gasly all within 10 seconds gap.",2023-09-03 14:13:24,12597,2023-09-03 14:13:40
race,63,Marcus Lloyd at the pit. Same as start and ending.,2023-09-03 14:13:32,7690,2023-09-03 14:13:40
race,11,"What's the race for Sainz?",2023-09-03 14:13:30,5088,2023-09-03 14:13:36
race,40,"And let's bring these tyres up nice and easy on the rear, so we have a good end of race.",2023-09-03 14:13:28,8650,2023-09-03 14:13:35
race,55,"So, yeah, he's defending and Checo, Charles is 0.6 behind Checo.",2023-09-03 14:13:23,8330,2023-09-03 14:13:32
race,11,17 laps to go.,2023-09-03 14:13:26,5109,2023-09-03 14:13:31
race,81,"It's okay, I think I just slammed one.",2023-09-03 14:13:25,5813,2023-09-03 14:13:30
race,44,"...that they're getting, but Piastri looks like he's dropped back a bit, so we'll see how this goes.",2023-09-03 14:13:16,5856,2023-09-03 14:13:24
race,63,So Leclerc last lap was a 25.9.,2023-09-03 14:13:15,6880,2023-09-03 14:13:24
race,1,Gap 7.9. Sainz at 26.1.,2023-09-03 14:13:12,7392,2023-09-03 14:13:24
race,20,Sainz lap time 26.1. Gasly on mediums 26.4.,2023-09-03 14:13:15,9717,2023-09-03 14:13:24
race,44,"It's mainly the DRS tow that they're getting.",2023-09-03 14:13:12,5173,2023-09-03 14:13:23
race,10,"He's 1.4 seconds ahead.",2023-09-03 14:13:18,5749,2023-09-03 14:13:23
race,10,"So car ahead is Zhou. He's on new mediums.",2023-09-03 14:13:10,7072,2023-09-03 14:13:18
race,81,Hamilton last lap 26.5. Some cars have pitted onto a two-stop out of time.,2023-09-03 14:13:09,8565,2023-09-03 14:13:16
race,16,"Sainz lap time in front of Perez, 26.1.",2023-09-03 14:13:06,8629,2023-09-03 14:13:15
race,24,Can I sit behind the medium?,2023-09-03 14:13:11,4938,2023-09-03 14:13:14
race,40,"OK, Liam, Zhou has done the same behind you. He's four behind. Now our target is Ocon. He's going to try to stay out ahead of us. We'll get him. Focus, pace, consistency.",2023-09-03 14:12:56,14304,2023-09-03 14:13:13
race,55,"Magnussen in front, coming out from the pits. Blue flag.",2023-09-03 14:13:05,7541,2023-09-03 14:13:12
race,11,"Sainz, 2.0.",2023-09-03 14:13:05,5130,2023-09-03 14:13:11
race,27,"Yeah, we're gonna do it, we're just falling.",2023-09-03 14:13:06,5770,2023-09-03 14:13:11
race,24,What I think...,2023-09-03 14:13:07,5130,2023-09-03 14:13:10
race,11,Leclerc at point 6.,2023-09-03 14:13:02,5024,2023-09-03 14:13:09
race,20,"Just watch for Verstappen. He's gone past, so Sainz seven seconds behind six seconds.",2023-09-03 14:12:58,9397,2023-09-03 14:13:08
race,31,"Okay mate, so Magnussen boxed that group of two stoppers in front of us. They've started coming as well. Lawson now the car behind six seconds back.",2023-09-03 14:12:52,11125,2023-09-03 14:13:05
race,44,Where am I losing?,2023-09-03 14:12:54,5088,2023-09-03 14:13:04
race,63,"So, George, first stint, 60% remaining front left, 30% on the rear.",2023-09-03 14:12:53,8180,2023-09-03 14:13:02
race,24,Gasly now behind two seconds.,2023-09-03 14:12:50,5429,2023-09-03 14:12:54
race,11,Correction mode 7. Correction mode 7. Mode 7.,2023-09-03 14:12:46,6773,2023-09-03 14:12:53
race,55,Checo 2.2 behind.,2023-09-03 14:12:48,5365,2023-09-03 14:12:53
race,27,"Understood, Nico. A couple of people have switched to alternate.",2023-09-03 14:12:44,7968,2023-09-03 14:12:52
race,77,"Okay, Sargeant now just under three seconds ahead and the car's ahead of him converted to a two-stop. This is looking good. Sargeant, three seconds ahead.",2023-09-03 14:12:39,12768,2023-09-03 14:12:52
race,18,"OK, that's lift and coast is good. Car behind Ocon. Same strategy here.",2023-09-03 14:12:41,9653,2023-09-03 14:12:50
race,24,"White line, pit exit. Racing Gasly behind.",2023-09-03 14:12:39,7392,2023-09-03 14:12:46
race,27,"I think also the plan A strategy will be very difficult. Not sure we're going to make that.",2023-09-03 14:12:34,11104,2023-09-03 14:12:46
race,20,"Box, Kev, box, please confirm.",2023-09-03 14:12:20,5664,2023-09-03 14:12:45
race,10,"And we've got Lassen and Zhou exiting the pits.",2023-09-03 14:12:34,6858,2023-09-03 14:12:40
race,31,"OK, can we have fail B, 53.0 OK. Fail B, 53.0 OK.",2023-09-03 14:12:29,9930,2023-09-03 14:12:40
race,18,"So there's other cars pitting onto it too to cover Gasly. Your tyres are good. Keep looking after them. Hulkenberg's lifting and coasting for fuel. Just stay in a rhythm. You're going to come up to him.",2023-09-03 14:12:21,12938,2023-09-03 14:12:35
race,11,Mode 8.,2023-09-03 14:12:28,5898,2023-09-03 14:12:33
race,24,Copy lane. Copy pitlane. Hours on. And the reset tyre switch.,2023-09-03 14:12:18,11402,2023-09-03 14:12:28
race,40,We are going medium. Offset 1. Back to offset 1.,2023-09-03 14:12:19,7776,2023-09-03 14:12:26
race,23,Doing a great job at the minute. Managing the line nicely. McLaren starting to struggle.,2023-09-03 14:12:16,7605,2023-09-03 14:12:25
race,31,"Okay, I'll give you an update on lap times shortly. Gap behind 1.2.",2023-09-03 14:12:15,7797,2023-09-03 14:12:22
race,2,"OK, 2-0. 8-2-0.",2023-09-03 14:12:14,5301,2023-09-03 14:12:18
race,24,"Lost an ahead. Also pitting. Box this lap. Box, box.",2023-09-03 14:12:12,6752,2023-09-03 14:12:17
race,18,"He's six lap older, hard tyres, but you're a second quicker, but we do need to lift and coast. It won't be that much slower, so keep doing it if you can, please.",2023-09-03 14:12:04,11040,2023-09-03 14:12:16
race,77,Overtake available to prevent.,2023-09-03 14:12:07,5322,2023-09-03 14:12:14
race,27,"Okay, Nico, please increase lift and coast for fuel.",2023-09-03 14:12:03,8202,2023-09-03 14:12:13
race,55,"No, not defending. 26.0 is lap time. Take your rhythm in free air.",2023-09-03 14:12:00,8885,2023-09-03 14:12:11
race,24,"And Fox is left. Fox, Fox. Racing, Gasly, pit exit.",2023-09-03 14:12:02,7264,2023-09-03 14:12:09
race,40,"Box, box, box, box. Copy that.",2023-09-03 14:11:58,7477,2023-09-03 14:12:06
race,4,"Suggestion, bottom toggle, turn 6. Bottom toggle, turn 6.",2023-09-03 14:12:00,7434,2023-09-03 14:12:06
race,18,"So Lance, other cars stopped a lot earlier than you. So they're going to struggle more. We need to keep these tyres fresh. So car ahead Hulkenberg. Car ahead Hulkenberg.",2023-09-03 14:11:46,13792,2023-09-03 14:12:00
race,55,Is Checo defending?,2023-09-03 14:11:55,5216,2023-09-03 14:11:59
race,1,"Sainz, last lap was a 25.9, Max. OK. Look after them. Les Mos, Parabolica, traction.",2023-09-03 14:11:45,13322,2023-09-03 14:11:57
race,24,"Confirm. Abbey Road's front wing, question. Abbey Road's front wing, yes.",2023-09-03 14:11:42,10549,2023-09-03 14:11:53
race,16,Sine flap time 25.9.,2023-09-03 14:11:42,7477,2023-09-03 14:11:51
race,63,"I'm running out of time with the front axle. I don't know if there's a plan to meet him.",2023-09-03 14:11:41,5216,2023-09-03 14:11:47
race,10,"So Esteban's last lap ahead, 27.1. Suggest offset plus one to protect the rears. Offset plus one.",2023-09-03 14:11:31,11637,2023-09-03 14:11:46
race,11,"Leclerc at point 7, Sainz 2.2.",2023-09-03 14:11:38,5962,2023-09-03 14:11:45
race,55,"And Charles stays in his DRS. Charles is in Checo's DRS.",2023-09-03 14:11:33,9184,2023-09-03 14:11:42
race,44,I have no idea how my pants are on.,2023-09-03 14:11:35,5706,2023-09-03 14:11:42
race,1,7.7,2023-09-03 14:11:34,5002,2023-09-03 14:11:40
race,24,"Sock 5, Sock 5, VTC boost.",2023-09-03 14:11:31,7050,2023-09-03 14:11:37
race,44,"So the gap closed 0.1 last lap. It was 0.3, 0.4. Proceeding.",2023-09-03 14:11:27,4981,2023-09-03 14:11:35
race,31,"Okay, well done. Stroll seven and a half seconds up the road.",2023-09-03 14:11:28,6368,2023-09-03 14:11:33
race,55,And check for 2.5 behind. 2.5.,2023-09-03 14:11:20,6368,2023-09-03 14:11:27
race,14,Copy.,2023-09-03 14:11:18,4746,2023-09-03 14:11:25
race,24,"Obviously, I can't see the upper of the right, but let me know if I can see where we're going to. Copy, Joe.",2023-09-03 14:11:10,12746,2023-09-03 14:11:21
race,24,"I don't know how you think I'm going to be able to buy third tyre. Copy, Zhou.",2023-09-03 14:10:43,9568,2023-09-03 14:11:13
race,18,One second faster than Hulkenberg.,2023-09-03 14:11:06,5898,2023-09-03 14:11:11
race,11,"Leclerc, point 7.",2023-09-03 14:11:05,4896,2023-09-03 14:11:09
race,20,Ocon 0.4 behind with DRS.,2023-09-03 14:11:02,6410,2023-09-03 14:11:07
race,44,Is the gap closed? Is the gap closed?,2023-09-03 14:10:59,4938,2023-09-03 14:11:05
race,18,"Alonso, pace is good. We need to do the lift and coast. Keep the tyres under the car.",2023-09-03 14:10:59,7370,2023-09-03 14:11:05
race,14,He steered too much for me.,2023-09-03 14:10:53,4938,2023-09-03 14:10:58
race,24,Diff exit 9.,2023-09-03 14:10:53,6666,2023-09-03 14:10:57
race,44,"I don't know how I got to your steps.",2023-09-03 14:10:45,5258,2023-09-03 14:10:53
race,2,"Okay, mode 7 on start and finish, mode 7.",2023-09-03 14:10:46,5749,2023-09-03 14:10:52
race,44,"Negative, but you still have a lot of scope up near high speed.",2023-09-03 14:10:41,5386,2023-09-03 14:10:47
race,14,"Fernando, can you tell me aerobanks for an aerobalance check on this time?",2023-09-03 14:10:42,7328,2023-09-03 14:10:47
race,24,"Alonso, front wing. Zhou, cushion. Zhou clear at the moment.",2023-09-03 14:10:31,9333,2023-09-03 14:10:38
race,55,And 19 laps to go. 19 laps to go.,2023-09-03 14:10:30,6773,2023-09-03 14:10:37
race,44,"G-Sec, can you wait now? I'm already high up on the dip.",2023-09-03 14:10:25,6368,2023-09-03 14:10:36
race,40,"So, 2.4 behind. I'll keep you posted.",2023-09-03 14:10:27,6133,2023-09-03 14:10:34
race,1,"That's 19 laps remaining.",2023-09-03 14:10:28,5109,2023-09-03 14:10:33
race,63,"So 19 laps remaining. Leclerc's last lap was a 26.9.",2023-09-03 14:10:21,8031,2023-09-03 14:10:32
race,1,Gap 6.7.,2023-09-03 14:10:24,4746,2023-09-03 14:10:29
race,20,"That was Gasly, that was Gasly, sorry, that was Gasly.",2023-09-03 14:10:20,6602,2023-09-03 14:10:25
race,77,Four turns for DRS.,2023-09-03 14:10:19,5045,2023-09-03 14:10:24
race,16,Sainz lap time 25.9.,2023-09-03 14:10:14,7456,2023-09-03 14:10:23
race,55,"You can try brake shape 0, if it makes sense. Brake shape 0 and mark lap time 25.4. Checo lap time 25.8.",2023-09-03 14:10:07,13813,2023-09-03 14:10:22
race,81,Hamilton is four seconds behind on medium 26.4.,2023-09-03 14:10:15,7904,2023-09-03 14:10:22
race,24,Did you see my wrist?,2023-09-03 14:10:13,9504,2023-09-03 14:10:20
race,11,Leclerc 0.8. Sainz 2.1.,2023-09-03 14:10:11,7285,2023-09-03 14:10:20
race,20,So stupid! Which driver?,2023-09-03 14:10:15,6048,2023-09-03 14:10:19
race,2,VSC window is open.,2023-09-03 14:10:12,7392,2023-09-03 14:10:18
race,10,"So we're out on new mediums. Car ahead is Esteban. He's doing 27.2s. He's 13 seconds up the road.",2023-09-03 14:10:08,10144,2023-09-03 14:10:17
race,40,Mode 6. Optimum. Mode 6.,2023-09-03 14:10:10,6474,2023-09-03 14:10:15
race,20,Autostart approved. Understood.,2023-09-03 14:10:06,6773,2023-09-03 14:10:10
race,81,"Oscar, make sure you're doing enough saving turn 6. Pace is good.",2023-09-03 14:10:00,7733,2023-09-03 14:10:08
race,31,Pierre is 12 seconds behind.,2023-09-03 14:10:01,5664,2023-09-03 14:10:08
race,20,"Need one or two more laps for tyres, Kev.",2023-09-03 14:10:01,6368,2023-09-03 14:10:06
race,23,"Norris in mode 13 and we've got overtaking to 4 if you need.",2023-09-03 14:09:55,8266,2023-09-03 14:10:03
race,18,"So now Hulkenberg is 1.8 ahead of Bottas. So Bottas ahead of you, Hulkenberg ahead of him. It's similar to pace to Gasly. 27.5, so slower than you.",2023-09-03 14:09:48,13920,2023-09-03 14:10:03
race,55,"The tyre feels bad again. We'll try to make it to the end. OK, try your best. 2.5, Checo behind.",2023-09-03 14:09:52,11893,2023-09-03 14:10:02
race,16,And shock 6. Suggestion.,2023-09-03 14:09:53,5941,2023-09-03 14:10:01
race,2,"OK, we have 27 plus on ahead. 27.5. You're catching slowly, Zhou. Struggling with tyres. Gap behind 2.4.",2023-09-03 14:09:41,13621,2023-09-03 14:09:52
race,27,"Nico, mode F1. Mode F1.",2023-09-03 14:09:45,7392,2023-09-03 14:09:52
race,77,Hulkenberg just under two seconds ahead.,2023-09-03 14:09:46,6069,2023-09-03 14:09:51
race,31,"Okay, Pierre has boxed. Just leaving the pitbox now.",2023-09-03 14:09:42,6986,2023-09-03 14:09:48
race,20,"Ocon has DRS, 0.9 behind. I hope it's...",2023-09-03 14:09:37,8501,2023-09-03 14:09:46
race,18,"This will be 20 laps remaining. Fernando 26.8. You're 26.6. So Gasly's pitted. Gasly's pitted onto a 2. Your pace is good. Keep looking after these tyres. You're in a good rhythm.",2023-09-03 14:09:27,16970,2023-09-03 14:09:45
race,11,"Leclerc, point 7.",2023-09-03 14:09:39,4938,2023-09-03 14:09:44
race,55,"And when you have time, multi B wide HS position 2. Multi B wide HS position 2.",2023-09-03 14:09:32,10656,2023-09-03 14:09:44
race,4,"OK, Lando, raise awareness. Behind Oscar, 5 seconds behind, is Hamilton on the new medium. The gap with us against Oscar is stabilized.",2023-09-03 14:09:24,14410,2023-09-03 14:09:39
race,27,Gasly behind is under pressure from Bottas. Bottas is on a 7 laps old medium. He pitted much later. So you have Bottas behind now.,2023-09-03 14:09:24,11872,2023-09-03 14:09:37
race,11,"OK, fail to pick up. Sides at 2.4.",2023-09-03 14:09:24,5962,2023-09-03 14:09:30
race,24,"And one more step, lift off turn 4.",2023-09-03 14:09:26,6346,2023-09-03 14:09:29
race,23,"OK, window for the safety car is open.",2023-09-03 14:09:23,5536,2023-09-03 14:09:28
race,20,"OK, so Ocon got DRS out of turn 7, so unfortunately he's 0.9 behind now.",2023-09-03 14:09:17,8480,2023-09-03 14:09:26
race,24,We need one toggle forward.,2023-09-03 14:09:19,5408,2023-09-03 14:09:24
race,14,"So Hamilton 2.2 seconds ahead, Russells 4.5 behind. 20 laps to go, 20.",2023-09-03 14:09:13,10336,2023-09-03 14:09:24
race,44,"Albon was at 26.7, 4.5 to those group.",2023-09-03 14:09:15,5770,2023-09-03 14:09:23
race,63,"Car ahead now, Leclerc. Last lap 26.5 and we are happy with your tyre management.",2023-09-03 14:09:12,10229,2023-09-03 14:09:23
race,10,"So box, Pierre, box.",2023-09-03 14:09:16,5216,2023-09-03 14:09:23
race,40,Zou 2.1 behind.,2023-09-03 14:09:20,5045,2023-09-03 14:09:22
race,18,"So, similar pace to the other car. They're doing 10 metres more lifted coast. 1-4-8.",2023-09-03 14:09:13,8949,2023-09-03 14:09:21
race,40,"OK, Liam, you're braking a bit too late, turn 11. I'm losing minimum speed exit. Consider braking a little earlier turn 11.",2023-09-03 14:08:42,10592,2023-09-03 14:08:55
race,24,"Perfect. That's it.",2023-09-03 14:08:49,7050,2023-09-03 14:08:55
race,55,"And Charles, 1.8 behind, 1.9. Max 6.3 in front, max lap time 25.5.",2023-09-03 14:08:41,10848,2023-09-03 14:08:52
race,16,Reduce DRS.,2023-09-03 14:08:46,5322,2023-09-03 14:08:51
race,24,Oil button. Oil button.,2023-09-03 14:08:44,5685,2023-09-03 14:08:48
race,23,The two McLarens will get Hamilton on them in two to three laps time.,2023-09-03 14:08:29,7136,2023-09-03 14:08:38
race,4,ACS button pressed.,2023-09-03 14:08:30,5984,2023-09-03 14:08:37
race,18,6 tenths quicker than Gasly. Bottas is a second behind him now.,2023-09-03 14:08:20,7328,2023-09-03 14:08:27
race,63,"George, we are happy with the lap times currently. We're just eking Albon out of our window.",2023-09-03 14:08:17,9589,2023-09-03 14:08:26
race,44,Position above.,2023-09-03 14:08:12,4725,2023-09-03 14:08:19
race,11,"You're faster, you're going to go.",2023-09-03 14:08:09,4960,2023-09-03 14:08:17
race,16,Perez DRS.,2023-09-03 14:08:12,5258,2023-09-03 14:08:17
race,20,Gap to Ocon 1.1. Gained a little bit in sector 1 there.,2023-09-03 14:08:08,7328,2023-09-03 14:08:16
race,44,"26.9. It's 4.7 seconds to that group. You've got 1.7 behind.",2023-09-03 14:08:05,6197,2023-09-03 14:08:13
race,23,"I said tyre plus one, but let's just wait, because I'm going to do over 2 on this thing.",2023-09-03 14:08:04,10208,2023-09-03 14:08:13
race,24,Sargeant behind on hard. 60 laps to hold.,2023-09-03 14:08:00,7690,2023-09-03 14:08:08
race,10,Suggest trying the top left modifier.,2023-09-03 14:08:03,6368,2023-09-03 14:08:08
race,2,Gap behind 2.1. 21 to go.,2023-09-03 14:07:58,8416,2023-09-03 14:08:06
race,77,"That's four tenths of a DRS.",2023-09-03 14:08:01,5216,2023-09-03 14:08:06
race,23,Do you need less front wing for Iso tyre?,2023-09-03 14:07:56,6346,2023-09-03 14:08:03
race,11,She is not giving any space.,2023-09-03 14:07:59,5216,2023-09-03 14:08:03
race,40,On currently P11.,2023-09-03 14:07:53,5258,2023-09-03 14:07:58
race,24,Oversteer on.,2023-09-03 14:07:53,5152,2023-09-03 14:07:55
race,14,"Abel's doing 26.9s, 26.9s.",2023-09-03 14:07:47,6389,2023-09-03 14:07:53
race,44,"Give me some more information, is that okay? Yes, it's okay, but we have to stay at this level.",2023-09-03 14:07:43,9589,2023-09-03 14:07:53
race,55,Thrust 1.1 behind.,2023-09-03 14:07:44,5386,2023-09-03 14:07:49
race,11,I have a taste of elbow.,2023-09-03 14:07:44,4768,2023-09-03 14:07:48
race,10,"And here's on used mediums.",2023-09-03 14:07:39,5578,2023-09-03 14:07:45
race,77,Oil button. Oil button.,2023-09-03 14:07:41,5664,2023-09-03 14:07:45
race,40,"OK, this is good pace, good laps. Just a tenth away from Alonso in pace. Good job.",2023-09-03 14:07:33,9162,2023-09-03 14:07:43
race,44,"Yeah, we're going to have to stay there for a few laps just to see how it pans out.",2023-09-03 14:07:32,5322,2023-09-03 14:07:39
race,14,"So we have HPP button off, HPP button off.",2023-09-03 14:07:28,6816,2023-09-03 14:07:34
race,44,"I don't have anti-brakes.",2023-09-03 14:07:26,5429,2023-09-03 14:07:32
race,1,And Strat 9.,2023-09-03 14:07:12,6730,2023-09-03 14:07:32
race,23,"We can't do this for 20 laps.",2023-09-03 14:07:24,5664,2023-09-03 14:07:31
race,10,So we think Hulkenberg ahead is starting to struggle with the fronts and Bottas is the car behind at 1.7 second gap.,2023-09-03 14:07:19,11402,2023-09-03 14:07:30
race,11,"Yeah, no DRS for Leclerc. You got it.",2023-09-03 14:07:20,6197,2023-09-03 14:07:29
race,16,Reduce gear. Reduce gear.,2023-09-03 14:07:20,6688,2023-09-03 14:07:27
race,4,Strat 13. Strat 13.,2023-09-03 14:07:20,6346,2023-09-03 14:07:26
race,2,B-Bal oversteer too much. Eight much more than I. B-Bal oversteer too much. Peak pressure tight.,2023-09-03 14:07:18,7797,2023-09-03 14:07:25
race,44,"That's Albon leading the pack.",2023-09-03 14:07:13,4853,2023-09-03 14:07:21
race,11,Leclerc lost DRS there.,2023-09-03 14:07:04,5109,2023-09-03 14:07:11
race,18,"So six tenths quicker than Gasly. He's only two in front of Bottas. Hulkenberg ahead of him, similar pace.",2023-09-03 14:06:55,8992,2023-09-03 14:07:06
race,27,"Copy that, Nico.",2023-09-03 14:06:56,4832,2023-09-03 14:07:00
race,24,I have understeer at turn 5 and oversteer at turn 8.,2023-09-03 14:06:51,7904,2023-09-03 14:06:59
race,27,"As soon as I get closer, the front is just deteriorating.",2023-09-03 14:06:50,7605,2023-09-03 14:06:58
race,10,"And watch the rear's exit of turn 5. It should help entry of turn 6.",2023-09-03 14:06:48,8266,2023-09-03 14:06:55
race,31,"OK, so 29 laps completed. 22 laps left.",2023-09-03 14:06:46,7946,2023-09-03 14:06:53
race,24,"To just sock 5, sock 5 and let's try to get back into DRS.",2023-09-03 14:06:44,8394,2023-09-03 14:06:52
race,44,"I'm the best.",2023-09-03 14:06:44,4938,2023-09-03 14:06:51
race,55,"And it's 1.1 behind. 1.1.",2023-09-03 14:06:44,6325,2023-09-03 14:06:49
race,20,And gap behind still 1.2.,2023-09-03 14:06:43,5728,2023-09-03 14:06:47
race,18,"Okay, Lance, if you can stay a bit to the left exit of 8 to open the line into 9, that's faster. Other cars doing that, main difference.",2023-09-03 14:06:34,10869,2023-09-03 14:06:46
race,27,"Good laps, Nico. Same pace as Zhou and Sargeant and it's only the straights where you're losing.",2023-09-03 14:06:28,9461,2023-09-03 14:06:41
race,77,2.3 seconds to Gasly now.,2023-09-03 14:06:35,5642,2023-09-03 14:06:39
race,2,Target 22 to go. Gap at 1.9. Gap behind 1.4.,2023-09-03 14:06:27,8928,2023-09-03 14:06:36
race,10,Copy that. Gap to Hulkenberg ahead still 1.9.,2023-09-03 14:06:26,6837,2023-09-03 14:06:35
race,16,"So we need to control traction out of turn 6 and 7. I know, I know. It's the same thing since turn 10. I understand. I will try. Thank you. Copy.",2023-09-03 14:06:12,15904,2023-09-03 14:06:35
race,44,So a gap of 1.2 behind.,2023-09-03 14:06:22,5045,2023-09-03 14:06:29
race,63,Last two laps were 25.8 for both Ferraris.,2023-09-03 14:06:22,7968,2023-09-03 14:06:29
race,14,"If you want strat 7 for the DRS, you can have it. You're 1.2 behind.",2023-09-03 14:06:19,8373,2023-09-03 14:06:26
race,55,And 12.9 behind. And Checo very close to in behind.,2023-09-03 14:06:15,7648,2023-09-03 14:06:23
race,10,"Fill up your tank, M211, M6.",2023-09-03 14:06:12,8501,2023-09-03 14:06:20
race,31,"For info, Russell got a five second penalty for cutting turn 2 after the pitstop.",2023-09-03 14:06:06,10122,2023-09-03 14:06:19
race,1,"Gap 5.9, Sainz 25.7.",2023-09-03 14:06:07,7200,2023-09-03 14:06:13
race,10,And how are the tyres?,2023-09-03 14:06:09,5130,2023-09-03 14:06:13
race,14,"Albon's got five lap older hearts than us. He's got only seven seconds ahead of you. Seven and a half seconds ahead of you.",2023-09-03 14:06:02,8031,2023-09-03 14:06:12
race,20,The reference Gasly is still around 11 seconds ahead.,2023-09-03 14:06:04,6688,2023-09-03 14:06:11
race,16,And this last lap was not good on traction. Not good on traction. We need to improve. Pitted behind with DRS.,2023-09-03 14:05:51,11744,2023-09-03 14:06:02
race,4,Early preservable.,2023-09-03 14:05:56,4938,2023-09-03 14:06:00
race,14,"So, Fernando, our race will be at the end. Albon is ahead of the McLarens and he's a bit slow holding them up at the moment.",2023-09-03 14:05:43,10016,2023-09-03 14:05:54
race,44,So a gap to Alonso at 1.0 if you just get on with the braking.,2023-09-03 14:05:42,4746,2023-09-03 14:05:49
race,31,"So it's about the group of cars that we think is going to have to pit again. It goes up to Lawson in P11. So let's stick with it.",2023-09-03 14:05:36,10293,2023-09-03 14:05:47
race,23,"We're going to have to do plan B I think. I'm waiting as I can dip.",2023-09-03 14:05:39,7541,2023-09-03 14:05:46
race,20,"Pace of the main group of cars ahead has dropped. They're now looking at 27.5s, so you're quicker than those cars now.",2023-09-03 14:05:32,10101,2023-09-03 14:05:44
race,18,"It's a half a second quicker than Gasly. Stay like this.",2023-09-03 14:05:35,6538,2023-09-03 14:05:42
race,11,"Somebody's good when you need them.",2023-09-03 14:05:35,5216,2023-09-03 14:05:40
race,10,"So last lap, Hulkenberg ahead 27.6, Esteban behind 27.2. Focus on rear slips out of turn 5. Watch the rears in turn 5.",2023-09-03 14:05:17,14496,2023-09-03 14:05:29
race,16,"Perez DRS, you are doing a good job on tyres. Continue like this.",2023-09-03 14:05:20,8608,2023-09-03 14:05:29
