session_type,driver_number,transcription,player_ts,duration_ms,inserted_at
race,40,Perfect. Boxing.,2023-08-27 14:32:50,4768,2023-08-27 14:32:54
race,40,"Copy box, copy box. When you stop in the pitlane, leave 5 metres to the car ahead and you go to Q1.",2023-08-27 14:32:39,11509,2023-08-27 14:32:49
race,23,"I was out-competing into the pitlane as well, so it's just completely waterlogged for the circuit.",2023-08-27 14:32:41,9056,2023-08-27 14:32:48
race,10,"Okay, so no risks, just bring it back to the pitlane.",2023-08-27 14:32:42,6858,2023-08-27 14:32:47
race,55,And charge button on.,2023-08-27 14:32:40,5173,2023-08-27 14:32:46
race,18,"Okay, I'm secure for pitlane. Leave a gap to the car ahead.",2023-08-27 14:32:41,6496,2023-08-27 14:32:44
race,63,So happy in P1.,2023-08-27 14:32:36,5429,2023-08-27 14:32:41
race,4,"Can you get the tent down here as quickly as possible? Yeah, yeah, I'm on my way.",2023-08-27 14:32:35,8842,2023-08-27 14:32:40
race,55,Keep it on track.,2023-08-27 14:32:28,8180,2023-08-27 14:32:40
race,14,Copy. Reverse at 10. A lot of water in the carburettor.,2023-08-27 14:32:36,6069,2023-08-27 14:32:39
race,40,"Box, box. Box, box. You come in the pitlane.",2023-08-27 14:32:34,5408,2023-08-27 14:32:39
race,81,"Oscar, the guys are on the way with umbrellas and easy ups.",2023-08-27 14:32:37,6069,2023-08-27 14:32:35
race,44,"So, we think P5, maybe P6, just a bit of carnage just when that red flag came out.",2023-08-27 14:32:22,9632,2023-08-27 14:32:33
race,27,"Yep, box now. We'll come into pitlane. Make sure you have the pitlimits are on and then leave a five metre gap. Just come in very slow. It's very wet. Copy.",2023-08-27 14:32:21,13984,2023-08-27 14:32:29
race,22,And leave 5 metres to the cars ahead.,2023-08-27 14:32:26,6261,2023-08-27 14:32:28
race,23,"If I could get an umbrella, that would be good, isn't it? Yep, copy. That's coming. Yep, Patrick's there with you now.",2023-08-27 14:32:21,9162,2023-08-27 14:32:28
race,11,"We'll confirm everything.",2023-08-27 14:32:20,4874,2023-08-27 14:32:25
race,40,"When you stop the car in the pitlane, leave 5 metres ahead of you so we have space to work.",2023-08-27 14:32:18,8693,2023-08-27 14:32:25
race,14,"You can go to out three for now, it's 5.5-3. I've got no brake marks.",2023-08-27 14:32:18,8245,2023-08-27 14:32:24
race,20,Copy. Box null.,2023-08-27 14:32:22,5024,2023-08-27 14:32:23
race,22,Careful pit entry.,2023-08-27 14:32:20,5002,2023-08-27 14:32:23
race,11,"It's going a la before.",2023-08-27 14:32:15,5557,2023-08-27 14:32:22
race,1,"Okay, so red flag. Drive directly to the pits. Do not stop in the box.",2023-08-27 14:32:16,6090,2023-08-27 14:32:22
race,63,"Back into P2, we'll just leave it in P1.",2023-08-27 14:32:14,5941,2023-08-27 14:32:20
race,20,The guys hopefully will check that for you.,2023-08-27 14:32:16,6688,2023-08-27 14:32:19
race,40,"Copy, mate. I'm going super slow. You seem to think.",2023-08-27 14:32:08,8202,2023-08-27 14:32:18
race,81,"Oscar, warm up in the fast lane. Leave a gap to cars ahead so we've got space to work around the car.",2023-08-27 14:32:17,9184,2023-08-27 14:32:16
race,14,I got too cool or something.,2023-08-27 14:32:13,5344,2023-08-27 14:32:16
race,20,"So, we want a five metre gap in front of you when you stop, please, Kim.",2023-08-27 14:32:10,7840,2023-08-27 14:32:15
race,31,Lost all the progress now.,2023-08-27 14:32:09,5152,2023-08-27 14:32:13
race,63,And it will come down to you.,2023-08-27 14:32:06,5173,2023-08-27 14:32:11
race,22,"And aquaplaning reported pit entry, so take your margin.",2023-08-27 14:32:05,8245,2023-08-27 14:32:10
race,1,"I mean, that's a bit silly. Why the red flag? I'll tell you why. Unfortunately, you, Ocon and Checo are the only people that fitted the wet tyre. So then it becomes too dangerous. Nobody wants to fit a wet tyre. That's the situation we're in.",2023-08-27 14:31:48,19872,2023-08-27 14:32:10
race,11,"Okay, switch off. Yep.",2023-08-27 14:32:04,4938,2023-08-27 14:32:08
race,31,"I don't understand why we're doing box, guys.",2023-08-27 14:32:03,5386,2023-08-27 14:32:07
race,23,"Okay, Alex, so drive to the end of the pitlane. We'll stop in the fast lane. So leave a good gap to the car ahead and to the pit wall so we can get the jacks under.",2023-08-27 14:31:54,12426,2023-08-27 14:32:04
race,63,So we will have at least a 10 minute warning before the restart.,2023-08-27 14:31:55,7093,2023-08-27 14:32:03
race,40,Aquaplaning pit entry. Take it easy.,2023-08-27 14:31:54,6560,2023-08-27 14:32:02
race,44,"Yeah, I see three. Copy, yep.",2023-08-27 14:31:54,7498,2023-08-27 14:32:02
race,81,Aquaplaning on pit entry. Watch out. Aquaplaning pit entry for a Red Bull. Take care pit entry.,2023-08-27 14:31:59,9141,2023-08-27 14:32:01
race,10,"I'll try to get back. Just bring it back. Doesn't matter at which pace. Don't overtake anyone.",2023-08-27 14:31:44,13237,2023-08-27 14:31:56
race,31,"Drive to the end. Stay in the fast lane, please. Stay in the fast lane.",2023-08-27 14:31:50,6837,2023-08-27 14:31:55
race,14,Try to make it to the pitlane. Copy mate.,2023-08-27 14:31:49,7456,2023-08-27 14:31:53
race,63,"I mean, we can save it for one more lap and still wait for this red, but it definitely hurts. This is going to be a long VSA. So red flag, red flag, red flag, red flag. Delta positive into the pitlane. Stay in the fast lane and pull up at the end of the pitlane.",2023-08-27 14:31:28,23968,2023-08-27 14:31:53
race,20,"So, entering the pitlane and stopping in order. There are still eight laps to go at the end of this one.",2023-08-27 14:31:42,11936,2023-08-27 14:31:51
race,27,"B-C-7. B-C-7. We're trying to keep our traction position. We're trying to keep our track position, Nico. There are lots of cars. Red flag, Nico. Red flag. So you're good. You're positive on delta time. Just keep the B-C-7s fine. So we're going to be stopping in the pitlane. Make sure you leave a three metre gap to the car ahead. It's very, very wet, as you can see. So just take your time.",2023-08-27 14:31:29,25760,2023-08-27 14:31:51
race,11,"Yeah, why we stop, man? We know. We fucking knew this.",2023-08-27 14:31:43,7733,2023-08-27 14:31:50
race,4,"Yeah, tell Oscar he's aquaplaning on pit entry.",2023-08-27 14:31:47,6880,2023-08-27 14:31:50
race,18,"Red flag, out three. Keep the delta positive. Box, queue up in pitlane. Queue up in pitlane.",2023-08-27 14:31:41,8992,2023-08-27 14:31:49
race,14,"So, cars behind have stayed out, so just try to keep your tight end. Red flag. Yes, agree, red flag, red flag. Copy mate, so just go slow, keep your delta positive, that'll be easy in these conditions. Just careful.",2023-08-27 14:31:33,17269,2023-08-27 14:31:49
race,31,"Okay, red flag, so we're coming into the pitlane, please, into the pitlane.",2023-08-27 14:31:44,7242,2023-08-27 14:31:49
race,81,"Red flag, Oscar. Red flag. So we're bops this lap. Copy, bops.",2023-08-27 14:31:49,8010,2023-08-27 14:31:48
race,11,"Red flag. I've got to stop and pit out.",2023-08-27 14:31:38,6154,2023-08-27 14:31:47
race,10,"So Perez, just...",2023-08-27 14:31:39,6154,2023-08-27 14:31:44
race,22,Strat 8.,2023-08-27 14:31:41,4981,2023-08-27 14:31:43
race,4,"Yeah, it's too bad for the end. What do we do? Do we box at all or not? Weds or not? Stay out if we can, stay out if we can. Red flag. Box now. Red flag. Box now.",2023-08-27 14:31:29,16351,2023-08-27 14:31:42
race,16,Red flag. Stay positive.,2023-08-27 14:31:35,6133,2023-08-27 14:31:41
race,1,"Red flag, Max. Red flag. Red flag. Dash positive. Dash positive.",2023-08-27 14:31:35,8522,2023-08-27 14:31:41
race,44,"So, red flag, red flag.",2023-08-27 14:31:35,5429,2023-08-27 14:31:41
race,10,"Let's stay focused, mate. Come on. Red flag, red flag.",2023-08-27 14:31:26,11296,2023-08-27 14:31:41
race,22,"Red flag, red flag, bots, box.",2023-08-27 14:31:36,7349,2023-08-27 14:31:40
race,81,"Red flag, red flag.",2023-08-27 14:31:42,5322,2023-08-27 14:31:40
race,40,"Copy. Right flag, right flag.",2023-08-27 14:31:35,6090,2023-08-27 14:31:40
race,18,Red flag! Red flag! Red flag!,2023-08-27 14:31:35,6816,2023-08-27 14:31:39
race,11,Strat 8. Strat 8.,2023-08-27 14:31:32,6048,2023-08-27 14:31:39
race,31,Red flag. Red flag.,2023-08-27 14:31:35,5898,2023-08-27 14:31:39
race,55,Red flag.,2023-08-27 14:31:33,6517,2023-08-27 14:31:39
race,23,"And there it is. Red flag, red flag. So, box. Alex, box.",2023-08-27 14:31:36,7072,2023-08-27 14:31:39
race,20,"Red flag, red flag, red flag.",2023-08-27 14:31:35,6112,2023-08-27 14:31:38
race,44,"Agreed. Yep. It's going to get way more and way worse than this. It's a few more minutes of this. You've just got to be mindful that it could go red.",2023-08-27 14:31:21,13600,2023-08-27 14:31:35
race,81,"OK, there's a car in the barriers, turn 1. There's a car. Hit the barriers in pit entry. Take great care. Take great care.",2023-08-27 14:31:32,9866,2023-08-27 14:31:35
race,23,"So, go switch to go safety car, and Zhou is off at turn 1 in the barrier, so it could be red flag.",2023-08-27 14:31:29,8373,2023-08-27 14:31:34
race,14,"Careful, turn 1, double yellows, turn 1, shows in the barriers.",2023-08-27 14:31:26,6133,2023-08-27 14:31:30
race,31,"Ok, the only other car on extremes is Verstappen, he's just left the pitlane. Four cars in front of us between you and turn 12 are on inters.",2023-08-27 14:31:12,12746,2023-08-27 14:31:30
race,40,"OK, Liam, stay close to zero on the dash and try to keep temperature. I notice it's very high right now. Mate, I'm going to lose it. It's so...",2023-08-27 14:31:13,13685,2023-08-27 14:31:30
race,1,"Oh my God, there's so much water. Just take care, Max.",2023-08-27 14:31:23,6816,2023-08-27 14:31:30
race,63,"So, we've got car in the barriers at turn 1.",2023-08-27 14:31:20,6560,2023-08-27 14:31:29
race,4,"Alright, a minute. Yeah, we see that. There's a lot of cars going off track.",2023-08-27 14:31:21,8437,2023-08-27 14:31:29
race,55,Perez is boxing. Stay out.,2023-08-27 14:31:19,6069,2023-08-27 14:31:29
race,14,"I'm not perfect, you know. So you decide on the next lap here.",2023-08-27 14:31:23,5194,2023-08-27 14:31:29
race,10,"Yeah, I just can't see where I'm going in the straights. Yeah, copy.",2023-08-27 14:31:18,8160,2023-08-27 14:31:28
race,11,Strat 12 in the pitlane. Strat 12.,2023-08-27 14:31:19,5813,2023-08-27 14:31:23
race,14,"Stay out, get out. Good lap, Sergio.",2023-08-27 14:31:20,4874,2023-08-27 14:31:23
race,27,"We're just not sure if they'll stop it, Nico. Yeah, copy. For now, just rolling around. Should be safe.",2023-08-27 14:31:14,10357,2023-08-27 14:31:22
race,63,"Yeah, we just, the red flag is the concern.",2023-08-27 14:31:14,6133,2023-08-27 14:31:19
race,10,Intensity will decrease in a couple of minutes.,2023-08-27 14:31:12,6581,2023-08-27 14:31:18
race,81,"Ah, red flag. I can't even see Albon in front of me.",2023-08-27 14:31:18,7797,2023-08-27 14:31:18
race,4,"Okay, Lando, what are the track conditions? It's too bad, mate. It's like a monsoon at the minute. Visibility is going to be too bad. Understood. You're not going to be able to see a thing. Be careful there. Try to keep it on track.",2023-08-27 14:31:03,16437,2023-08-27 14:31:16
race,23,"They're racing everywhere.",2023-08-27 14:31:16,4832,2023-08-27 14:31:16
race,14,The visibility will be incredible. Copy. Perez is going to do the opposite.,2023-08-27 14:31:11,8373,2023-08-27 14:31:15
race,22,"Yeah, extreme, extreme.",2023-08-27 14:31:12,4896,2023-08-27 14:31:14
race,63,"Right now it's definitely X, be that X conditions.",2023-08-27 14:31:07,7242,2023-08-27 14:31:14
race,44,"It's definitely picking up, mate. Currently, turn 1 is pretty wet. Yeah, we've got Zhou off there. What do you think to ex-wet? Or should we stay out?",2023-08-27 14:30:57,16693,2023-08-27 14:31:14
race,27,We just... we just...,2023-08-27 14:31:11,4981,2023-08-27 14:31:13
race,10,And scenario 5. Scenario 5.,2023-08-27 14:31:05,6474,2023-08-27 14:31:12
race,81,"And, Oscar, very heavy rain in pitlane now. Very heavy rain. Class 4. Do you think this needs to be a red flag or a virtual safety car is okay?",2023-08-27 14:31:07,12256,2023-08-27 14:31:12
race,63,"We've got a bolt in for X. I think this should go red. We are discussing.",2023-08-27 14:31:01,8736,2023-08-27 14:31:08
race,1,"Strat 14. Strat 1-4. We have the virtual safety car deployed, Max. VSC deployed. Dash positive. Dash positive.",2023-08-27 14:30:56,13429,2023-08-27 14:31:08
race,14,"Now we stay out, I think.",2023-08-27 14:31:07,4960,2023-08-27 14:31:07
race,23,"OK, so brake warming on the straights. Let's get all the temps up as much as we can. Guys, just fucking wait.",2023-08-27 14:31:00,9845,2023-08-27 14:31:07
race,10,"VSC, VSC. The tyre is going to be dead cold. Copy. The tyre is better to put a red flag and go again. Okay, copy. Recharge on, recharge on. It's the way you can to keep temperature at the moment. There's a yellow turn 1.",2023-08-27 14:30:46,21450,2023-08-27 14:31:07
race,14,"Fernando, we think we've got to come in for a full wet.",2023-08-27 14:31:04,5621,2023-08-27 14:31:06
race,27,"This is full wet now. Check for planing. Yeah, copy that. Understood. It's VSC for now. You're okay on delta time.",2023-08-27 14:30:59,11488,2023-08-27 14:31:06
race,31,"Recharge on, please recharge on.",2023-08-27 14:31:01,5408,2023-08-27 14:31:05
race,24,"I'll stay in the car until everyone has passed. I don't feel quite safe here. Copy, John. Full switch off.",2023-08-27 14:30:56,9376,2023-08-27 14:31:04
race,11,Tyre 1. Tyre 1.,2023-08-27 14:30:58,5856,2023-08-27 14:31:04
race,63,"So, anything we can do to get front brake temp square.",2023-08-27 14:30:54,7541,2023-08-27 14:31:00
race,22,Maybe Checo is extreme. A lot of aquaplaning.,2023-08-27 14:30:56,7050,2023-08-27 14:31:00
race,55,"Stay out, stay out.",2023-08-27 14:30:54,5301,2023-08-27 14:30:59
race,31,"Ok, car's going on to full wets now.",2023-08-27 14:30:54,5770,2023-08-27 14:30:59
race,63,"VSC, VSC, say delta positive.",2023-08-27 14:30:47,8288,2023-08-27 14:30:58
race,44,What do you think about the water?,2023-08-27 14:30:54,4917,2023-08-27 14:30:58
race,11,This is Daniel Dauta.,2023-08-27 14:30:53,5002,2023-08-27 14:30:58
race,4,Sergio Delta.,2023-08-27 14:30:58,4832,2023-08-27 14:30:57
race,81,"Virtual safety car, virtual safety car, delta positive, delta positive, recharge on.",2023-08-27 14:30:55,8458,2023-08-27 14:30:57
race,18,"6 extreme. VSC, VSC, VSC. Switch cool, delta positive. Free, out free, out free.",2023-08-27 14:30:47,12853,2023-08-27 14:30:57
race,14,We have safety car conditions. Right direction. Virtue safety car. Virtue safety car.,2023-08-27 14:30:46,10613,2023-08-27 14:30:56
race,16,Virtual safety car deployed. Stay positive.,2023-08-27 14:30:48,7562,2023-08-27 14:30:56
race,40,Virtual safety car.,2023-08-27 14:30:52,5194,2023-08-27 14:30:55
race,20,"Zhou, on the track at turn 1, just be careful. VSC, VSC, VSC. Staying out, obviously.",2023-08-27 14:30:46,11637,2023-08-27 14:30:55
race,4,"BSC, BSC deploy.",2023-08-27 14:30:51,5664,2023-08-27 14:30:55
race,55,Virtual safety car deployed.,2023-08-27 14:30:44,9994,2023-08-27 14:30:55
race,44,"So BSC, BSC, keep delta positive.",2023-08-27 14:30:47,6346,2023-08-27 14:30:54
race,23,"B-S-C, B-S-C. So get positive on the delta.",2023-08-27 14:30:49,7584,2023-08-27 14:30:54
race,22,"VTOL safety car, VTOL safety car. Follow the reference.",2023-08-27 14:30:49,8117,2023-08-27 14:30:54
race,24,"Are you OK, Joe? I'm OK, yeah. I can't see anything behind Tsunoda.",2023-08-27 14:30:43,10869,2023-08-27 14:30:54
race,31,"VSC, VSC, stay out, stay out.",2023-08-27 14:30:47,7498,2023-08-27 14:30:52
race,11,Tyre 1. Virtual safety car deployed.,2023-08-27 14:30:46,6794,2023-08-27 14:30:51
race,27,"VSC, VSC.",2023-08-27 14:30:50,5621,2023-08-27 14:30:50
race,10,"OK, another incident. Turn 1 offset minus two. I can't steer! Copy, copy. Passing is on.",2023-08-27 14:30:37,9845,2023-08-27 14:30:48
race,40,"OK, many cars going off turn 1. Take some margin. Braking turn 1. Two cars just went off turn 1. Take good margin turn 1. Three cars off. Double yellow turn 1.",2023-08-27 14:30:31,15968,2023-08-27 14:30:48
race,27,"Okay, good job there.",2023-08-27 14:30:47,5109,2023-08-27 14:30:45
race,1,"Box, tyre 1, and strat 12 in pitlane. Strat 12 in pitlane.",2023-08-27 14:30:37,8864,2023-08-27 14:30:45
race,14,"Very heavy, so if the car conditions... Copy, understood. Perez is 1.3 behind, just be careful.",2023-08-27 14:30:25,9696,2023-08-27 14:30:44
race,63,"Now we just have another yellow, turn 1.",2023-08-27 14:30:39,5962,2023-08-27 14:30:44
race,23,"So it's likely red flags, just keep going.",2023-08-27 14:30:38,5664,2023-08-27 14:30:43
race,14,"So everyone's going off in turn 1. We really need a safety car. Be careful in turn 11.",2023-08-27 14:30:40,7648,2023-08-27 14:30:42
race,81,"Oh, it needs a red flag. Cars are going off, Oscar. We understand the red flag. We understand it. A red flag. Keep pushing for the moment. Keep pushing for the moment.",2023-08-27 14:30:38,12128,2023-08-27 14:30:42
race,11,"Checo, we've got to go into the extremes here.",2023-08-27 14:30:38,4746,2023-08-27 14:30:41
race,55,"OK, copy.",2023-08-27 14:30:33,7690,2023-08-27 14:30:40
race,20,The other flag is at turn 1. Turn 1 is a problem. Just watch turn 1.,2023-08-27 14:30:37,7200,2023-08-27 14:30:40
race,27,"Yellow, turn 1. Tsunoda's gone off and Zhou. Very slippery turn 1. Very slippery. Can't see shit here, turn 1. Can't see a thing.",2023-08-27 14:30:32,13280,2023-08-27 14:30:39
race,24,"Man, I'm out guys. So much water, can't see where I'm going.",2023-08-27 14:30:34,7925,2023-08-27 14:30:38
race,1,"No, box, Max. Box, please. Okay. At tyre 1.",2023-08-27 14:30:30,7690,2023-08-27 14:30:38
race,23,"Yeah, copy. Windstand.",2023-08-27 14:30:35,4960,2023-08-27 14:30:36
race,20,"Do your best, Kev, do your best. We've got a lot of cars going off, just do your best.",2023-08-27 14:30:29,7712,2023-08-27 14:30:32
race,63,"So, 1.8 to Norris ahead. Yeah, Matt, I'm saying it now, this is dangerous.",2023-08-27 14:30:24,9504,2023-08-27 14:30:31
race,23,"If I wait, it's too dangerous.",2023-08-27 14:30:30,6218,2023-08-27 14:30:30
race,1,"So far, OK.",2023-08-27 14:30:27,4768,2023-08-27 14:30:29
race,1,"I actually think you can survive, otherwise we'll pit.",2023-08-27 14:30:21,5877,2023-08-27 14:30:27
race,24,We need brake cop 3. Brake cop 3. Tsunoda four seconds ahead.,2023-08-27 14:30:20,9077,2023-08-27 14:30:25
race,22,Shape 1.,2023-08-27 14:30:18,5045,2023-08-27 14:30:21
race,81,"I think we need full width or a red flag. Copy. It's really bad.",2023-08-27 14:30:21,8416,2023-08-27 14:30:21
race,40,How much faster can you go?,2023-08-27 14:30:14,5088,2023-08-27 14:30:19
race,24,Tsunoda ahead with a five-sec penalty. Try to stay close to him.,2023-08-27 14:30:06,9461,2023-08-27 14:30:15
race,23,"This is too dangerous, honestly. It's going to start acrobating very soon.",2023-08-27 14:30:10,7797,2023-08-27 14:30:15
race,11,"I've got this for 10 minutes. Let me know if you need extremes.",2023-08-27 14:30:07,5920,2023-08-27 14:30:14
race,81,Plus 4 rain in pitlane. Take care of turn 1. Visibility in turn 1 on the straight is zero.,2023-08-27 14:30:08,10336,2023-08-27 14:30:14
race,63,Very wet. Dangerous effort into 1-0. Copy that.,2023-08-27 14:30:08,8245,2023-08-27 14:30:14
race,27,"Okay, it's very heavy. Perez went off and came back on.",2023-08-27 14:30:04,6837,2023-08-27 14:30:07
race,14,"Very heavy safety car conditions. For me, raise direction please. Take chance if not. Copy mate, understood.",2023-08-27 14:29:59,11914,2023-08-27 14:30:06
race,1,"How long is this rain going to last? Yeah, we're looking at it, Max. Around five minutes.",2023-08-27 14:29:59,8053,2023-08-27 14:30:06
race,63,2.12.,2023-08-27 14:29:59,6709,2023-08-27 14:30:05
race,23,The next track is very wet. Turn 1. Perez has just been off there and recovered. So caution turn 1.,2023-08-27 14:30:00,8288,2023-08-27 14:30:05
race,4,"It's getting very, very wet. I can't see anything. Understood.",2023-08-27 14:29:58,9717,2023-08-27 14:30:04
race,40,Can I overtake Max?,2023-08-27 14:29:59,5152,2023-08-27 14:30:03
race,18,"Run switch race 2 will help traction. Very heavy, it's about surviving this.",2023-08-27 14:29:57,8010,2023-08-27 14:30:01
race,11,"Okay, Gasly, two seconds behind. Yeah, fuck, can't see anything now.",2023-08-27 14:29:51,9290,2023-08-27 14:30:00
race,55,"Yes, I missed out.",2023-08-27 14:29:54,5066,2023-08-27 14:29:59
race,40,"OK, very high rain. Keep it on track. Many cars going up.",2023-08-27 14:29:50,7562,2023-08-27 14:29:57
race,63,"So we've just had a yellow yellow turn 1. Perez went straight on. He has reached",2023-08-27 14:29:50,7050,2023-08-27 14:29:57
race,1,"So, car behind now, Alonso, 25 seconds.",2023-08-27 14:29:50,6624,2023-08-27 14:29:56
race,14,"Perez is 2 behind you, back on track.",2023-08-27 14:29:54,5600,2023-08-27 14:29:56
race,44,"So we have yellow, yellow down, turn 1 Perez off, but he's rejoining now.",2023-08-27 14:29:47,8074,2023-08-27 14:29:53
race,55,"He's rejoining. Big rain now. Big rain.",2023-08-27 14:29:48,6240,2023-08-27 14:29:53
race,31,"Yeah, but if it's not drivable, they will red flag.",2023-08-27 14:29:49,6026,2023-08-27 14:29:53
race,10,Press rejoin.,2023-08-27 14:29:49,4768,2023-08-27 14:29:52
race,11,Gasly out.,2023-08-27 14:29:46,4704,2023-08-27 14:29:51
race,31,"OK mate, monsoon rain for five minutes at least. We've got yellow flag turn 1.",2023-08-27 14:29:42,8266,2023-08-27 14:29:50
race,10,"Can't really see a thing in the straight. Yellow turn 1, yellow turn 1. Press off.",2023-08-27 14:29:40,9525,2023-08-27 14:29:50
race,44,"How's the space?",2023-08-27 14:29:44,4960,2023-08-27 14:29:50
race,14,"OK, everyone is on the inters. Perez is up ahead, slowly there, careful there.",2023-08-27 14:29:42,8394,2023-08-27 14:29:48
race,55,"Checo, one straight into turn 1. Be careful.",2023-08-27 14:29:41,6709,2023-08-27 14:29:47
race,1,How long is this going to last?,2023-08-27 14:29:44,5642,2023-08-27 14:29:47
race,20,"It's going to be too much fences in a minute. Copy.",2023-08-27 14:29:41,8095,2023-08-27 14:29:45
race,1,"Copy that, understood. Let me know if you want full wets.",2023-08-27 14:29:38,6112,2023-08-27 14:29:43
race,14,Perez has stayed out.,2023-08-27 14:29:38,5002,2023-08-27 14:29:42
race,81,"Car ahead is Albon, struggling with brakes. Four seconds.",2023-08-27 14:29:41,6432,2023-08-27 14:29:42
race,23,We can do brake warming on the straight if you think that will help.,2023-08-27 14:29:34,6133,2023-08-27 14:29:39
race,1,"Riding really, really hard here.",2023-08-27 14:29:32,5386,2023-08-27 14:29:39
race,55,"Intensity will stay like this for a few more minutes, till the end of the race.",2023-08-27 14:29:27,8309,2023-08-27 14:29:39
race,63,10 to go into this lap. It is getting very wet in the pitlane.,2023-08-27 14:29:29,7733,2023-08-27 14:29:36
race,4,"Lando Stratton, Stratton.",2023-08-27 14:29:31,5834,2023-08-27 14:29:36
race,11,"Mode 4, mode 4.",2023-08-27 14:29:31,5706,2023-08-27 14:29:35
race,14,"It would be safe to go out again. It rains heavier. Yeah, possible. Perez is 6 ahead, Gasly 5 behind.",2023-08-27 14:29:23,12341,2023-08-27 14:29:32
race,11,"Ten laps to go, ten laps to go.",2023-08-27 14:29:27,5472,2023-08-27 14:29:32
race,1,"No heroics, Max. Like I say, 10 laps remaining.",2023-08-27 14:29:24,6560,2023-08-27 14:29:29
race,44,"So, water level is increasing.",2023-08-27 14:29:24,5557,2023-08-27 14:29:28
race,24,"Heavy, heavy. Copy that.",2023-08-27 14:29:23,5877,2023-08-27 14:29:27
race,31,"This is the worst decision, guys. Fucking hell.",2023-08-27 14:29:20,6346,2023-08-27 14:29:24
race,10,"Okay, tyres are in a decent window. Just front right is a bit on the low side.",2023-08-27 14:29:11,7328,2023-08-27 14:29:21
race,22,Brake shape 4.,2023-08-27 14:29:18,5002,2023-08-27 14:29:21
race,1,Gap 20.5.,2023-08-27 14:29:16,5706,2023-08-27 14:29:20
race,14,"Sorry, Ocon, P9. Smoothest tarmac is 11-1, so careful 11-1. Verstappen stayed out on inters.",2023-08-27 14:29:11,10890,2023-08-27 14:29:18
race,23,Brakes are gone.,2023-08-27 14:29:18,5002,2023-08-27 14:29:18
race,20,"BC7, Kev. BC7.",2023-08-27 14:29:15,6176,2023-08-27 14:29:18
race,81,"Ocon on full wet. He's the car behind.",2023-08-27 14:29:11,7797,2023-08-27 14:29:11
race,14,"So Perez is 5.8 ahead, Gasly is 5.6 behind. The only car on full wets is Ocon. We're keeping an eye on him. He's at the back.",2023-08-27 14:28:57,12362,2023-08-27 14:29:08
race,11,"OK, the vape is picking up.",2023-08-27 14:29:01,4960,2023-08-27 14:29:07
race,27,Everyone except Ocon is on inter. Ocon on full wet.,2023-08-27 14:29:07,6922,2023-08-27 14:29:07
race,18,Run switch race 2.,2023-08-27 14:29:04,5237,2023-08-27 14:29:07
race,1,Getting heavier in pitlane here.,2023-08-27 14:28:57,5514,2023-08-27 14:29:02
race,18,"OK, Lance, most cars into Zochons fitted full wet.",2023-08-27 14:28:59,6261,2023-08-27 14:29:01
race,24,10 laps to go. No saving on tyres.,2023-08-27 14:28:55,7050,2023-08-27 14:28:59
race,22,Strat 8. Eleven laps to go. Zhou 4 behind.,2023-08-27 14:28:53,8031,2023-08-27 14:28:59
race,10,"At the end of this lap, 10 laps remaining.",2023-08-27 14:28:51,5834,2023-08-27 14:28:55
race,24,EB3.,2023-08-27 14:28:42,5728,2023-08-27 14:28:55
race,1,"And mode 4, please Max, mode 4. So 10 laps remaining once you cross the line.",2023-08-27 14:28:43,10784,2023-08-27 14:28:54
race,20,10 laps to go at the end of this one. Heavier rain expected.,2023-08-27 14:28:49,8458,2023-08-27 14:28:54
race,31,Close with Piastri. Pit exit.,2023-08-27 14:28:52,5088,2023-08-27 14:28:54
race,10,Gap is currently still P4*.,2023-08-27 14:28:47,6197,2023-08-27 14:28:53
race,27,More rain to come. Heavier rain to come.,2023-08-27 14:28:53,6048,2023-08-27 14:28:53
race,23,"OK, so Russell behind on Inter.",2023-08-27 14:28:50,5877,2023-08-27 14:28:52
race,40,"Okay, good job, Liam. Mode 3 when you can, created mode 6.",2023-08-27 14:28:47,4938,2023-08-27 14:28:51
race,4,Use of the hat.,2023-08-27 14:28:50,4704,2023-08-27 14:28:49
race,31,"I've taken a chance.",2023-08-27 14:28:45,4768,2023-08-27 14:28:46
race,31,"OK, mate, we need scenario 5. This is going to be extremely heavy rain. It's going to get much, much heavier.",2023-08-27 14:28:39,8309,2023-08-27 14:28:45
race,81,Strat 10. Strat 10.,2023-08-27 14:28:49,5173,2023-08-27 14:28:45
race,63,It might be Albon on exit.,2023-08-27 14:28:40,5173,2023-08-27 14:28:44
race,27,"It'll be 11 laps to go at the line. We expect rain to the end.",2023-08-27 14:28:40,7306,2023-08-27 14:28:39
race,23,Racing Norris pit exit.,2023-08-27 14:28:35,5194,2023-08-27 14:28:38
race,18,"For caution, turn 11, turn 1, braking, smooth surface. Let us know if you think it's extremes.",2023-08-27 14:28:31,9333,2023-08-27 14:28:38
race,63,"Green at 13, position 2 for shifts.",2023-08-27 14:28:33,6538,2023-08-27 14:28:38
race,4,Copied. Closer. Exit Albon. Ocon.,2023-08-27 14:28:34,5856,2023-08-27 14:28:37
race,11,A Fernando four seconds behind.,2023-08-27 14:28:30,5365,2023-08-27 14:28:35
race,24,All cars on into us now.,2023-08-27 14:28:28,5152,2023-08-27 14:28:34
race,1,Blue flags. Loser.,2023-08-27 14:28:26,4832,2023-08-27 14:28:31
race,81,"Ocon also pitlane now. There's opportunities.",2023-08-27 14:28:33,5600,2023-08-27 14:28:31
